compoud name,CID,molecular formula,molecular weight,Canonical SMILES,SMILES
,,,,,O=c1c(-c2ccc(N3c4ccccc4Sc4ccccc43)s2)c[nH]c2ccccc12
,,,,,Cc1cc(C)c(B(c2ccc(N3c4ccccc4Sc4ccccc43)s2)c2c(C)cc(C)cc2C)c(C)c1
,,,,,N#CC(C#N)=C1c2ccccc2C(=O)c2cc(-c3ccc(N4c5ccccc5Sc5ccccc54)s3)ccc21
,,,,,N#CC(C#N)=Cc1ccc(-c2ccc(N3c4ccccc4Sc4ccccc43)s2)s1
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)s3)s2)C(=O)c2ccccc21
,,,,,N#Cc1cc2nc3c(nc2cc1C#N)-c1ccc(-c2ccc(N4c5ccccc5Sc5ccccc54)s2)c2cccc-3c12
,,,,,N#Cc1cnc(-c2ccc(N3c4ccccc4Sc4ccccc43)s2)nc1
,,,,,c1ccc(-c2ccc(N3c4ccccc4Sc4ccccc43)s2)nc1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2cnc3c(ccc4cccnc43)c2)s1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1ccon1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1ccno1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1cnoc1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1ncco1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1cocn1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1cnco1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1cncs1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1nccs1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1cscn1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1ccc2c(ccc3ccccc32)c1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1cc2cnccc2[nH]1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1ccc(-c2nc3ccccc3o2)cc1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1ccc2ocnc2c1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1nc2ccccc2o1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1ccc2scnc2c1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1nc2ccccc2s1
,,,,,Cn1cnc2cc(C#CN3c4ccccc4Sc4ccccc43)ccc21
,,,,,Cn1c(C#CN2c3ccccc3Sc3ccccc32)nc2ccccc21
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1ccc2c(n1)sc1ccccc12
,,,,,N#Cc1ccc2c(c1)sc1cc(C#CN3c4ccccc4Sc4ccccc43)ccc12
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1ccc2c(n1)[SiH2]c1ccccc1-2
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1ccc2c(n1)oc1ccccc12
,,,,,N#Cc1cc(C#CN2c3ccccc3Sc3ccccc32)cc(C#N)c1C#N
,,,,,O=C(c1ccc(C#CN2c3ccccc3Sc3ccccc32)cc1)C(F)(F)F
,,,,,O=Cc1ccc(C#CN2c3ccccc3Sc3ccccc32)cc1
,,,,,CC(=O)c1ccc(C#CN2c3ccccc3Sc3ccccc32)cc1
,,,,,CS(=O)(=O)c1ccc(C#CN2c3ccccc3Sc3ccccc32)cc1
,,,,,O=Cc1ccc(C=O)c(C#CN2c3ccccc3Sc3ccccc32)c1
,,,,,N#Cc1cc(C#N)c(C#CN2c3ccccc3Sc3ccccc32)c(C#N)c1
,,,,,O=C1C(=O)c2ccc(C#CN3c4ccccc4Sc4ccccc43)c3cccc1c23
,,,,,Fc1c(F)c(F)c(C#CN2c3ccccc3Sc3ccccc32)c(F)c1F
,,,,,O=C1NC(=O)c2cc(C#CN3c4ccccc4Sc4ccccc43)ccc21
,,,,,O=C1C=CC(=O)c2cc(C#CN3c4ccccc4Sc4ccccc43)ccc21
,,,,,O=C1C=C(C#CN2c3ccccc3Sc3ccccc32)C(=O)c2ccccc21
,,,,,O=C1C=CC(=O)C(C#CN2c3ccccc3Sc3ccccc32)=C1
,,,,,O=C1C=C(C#CN2c3ccccc3Sc3ccccc32)C(=O)N1
,,,,,O=C1C=CC(=O)N1C#CN1c2ccccc2Sc2ccccc21
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(C#CN3c4ccccc4Sc4ccccc43)cc2)C(=O)c2ccccc21
,,,,,O=c1c(C#CN2c3ccccc3Sc3ccccc32)c[nH]c2ccccc12
,,,,,Cc1cc(C)c(B(C#CN2c3ccccc3Sc3ccccc32)c2c(C)cc(C)cc2C)c(C)c1
,,,,,N#CC(C#N)=C1c2ccccc2C(=O)c2cc(C#CN3c4ccccc4Sc4ccccc43)ccc21
,,,,,N#CC(C#N)=Cc1ccc(C#CN2c3ccccc3Sc3ccccc32)s1
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(C#CN3c4ccccc4Sc4ccccc43)s2)C(=O)c2ccccc21
,,,,,N#Cc1cc2nc3c(nc2cc1C#N)-c1ccc(C#CN2c4ccccc4Sc4ccccc42)c2cccc-3c12
,,,,,N#Cc1cnc(C#CN2c3ccccc3Sc3ccccc32)nc1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1ccccn1
,,,,,C(#CN1c2ccccc2Sc2ccccc21)c1cnc2c(ccc3cccnc32)c1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1ccon1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1ccno1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1cnoc1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1ncco1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1cocn1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1cnco1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1cncs1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1nccs1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1cscn1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1ccc2c(ccc3ccccc32)c1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1cc2cnccc2[nH]1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1ccc(-c2nc3ccccc3o2)cc1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1ccc2ocnc2c1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1nc2ccccc2o1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1ccc2scnc2c1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1nc2ccccc2s1
,,,,,Cn1cnc2cc(C=CN3c4ccccc4Sc4ccccc43)ccc21
,,,,,Cn1c(C=CN2c3ccccc3Sc3ccccc32)nc2ccccc21
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1ccc2c(n1)sc1ccccc12
,,,,,N#Cc1ccc2c(c1)sc1cc(C=CN3c4ccccc4Sc4ccccc43)ccc12
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1ccc2c(n1)[SiH2]c1ccccc1-2
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1ccc2c(n1)oc1ccccc12
,,,,,N#Cc1cc(C=CN2c3ccccc3Sc3ccccc32)cc(C#N)c1C#N
,,,,,O=C(c1ccc(C=CN2c3ccccc3Sc3ccccc32)cc1)C(F)(F)F
,,,,,O=Cc1ccc(C=CN2c3ccccc3Sc3ccccc32)cc1
,,,,,CC(=O)c1ccc(C=CN2c3ccccc3Sc3ccccc32)cc1
,,,,,CS(=O)(=O)c1ccc(C=CN2c3ccccc3Sc3ccccc32)cc1
,,,,,O=Cc1ccc(C=O)c(C=CN2c3ccccc3Sc3ccccc32)c1
,,,,,N#Cc1cc(C#N)c(C=CN2c3ccccc3Sc3ccccc32)c(C#N)c1
,,,,,O=C1C(=O)c2ccc(C=CN3c4ccccc4Sc4ccccc43)c3cccc1c23
,,,,,Fc1c(F)c(F)c(C=CN2c3ccccc3Sc3ccccc32)c(F)c1F
,,,,,O=C1NC(=O)c2cc(C=CN3c4ccccc4Sc4ccccc43)ccc21
,,,,,O=C1C=CC(=O)c2cc(C=CN3c4ccccc4Sc4ccccc43)ccc21
,,,,,O=C1C=C(C=CN2c3ccccc3Sc3ccccc32)C(=O)c2ccccc21
,,,,,O=C1C=CC(=O)C(C=CN2c3ccccc3Sc3ccccc32)=C1
,,,,,O=C1C=C(C=CN2c3ccccc3Sc3ccccc32)C(=O)N1
,,,,,O=C1C=CC(=O)N1C=CN1c2ccccc2Sc2ccccc21
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(C=CN3c4ccccc4Sc4ccccc43)cc2)C(=O)c2ccccc21
,,,,,O=c1c(C=CN2c3ccccc3Sc3ccccc32)c[nH]c2ccccc12
,,,,,Cc1cc(C)c(B(C=CN2c3ccccc3Sc3ccccc32)c2c(C)cc(C)cc2C)c(C)c1
,,,,,N#CC(C#N)=C1c2ccccc2C(=O)c2cc(C=CN3c4ccccc4Sc4ccccc43)ccc21
,,,,,N#CC(C#N)=Cc1ccc(C=CN2c3ccccc3Sc3ccccc32)s1
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(C=CN3c4ccccc4Sc4ccccc43)s2)C(=O)c2ccccc21
,,,,,N#Cc1cc2nc3c(nc2cc1C#N)-c1ccc(C=CN2c4ccccc4Sc4ccccc42)c2cccc-3c12
,,,,,N#Cc1cnc(C=CN2c3ccccc3Sc3ccccc32)nc1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1ccccn1
,,,,,C(=CN1c2ccccc2Sc2ccccc21)c1cnc2c(ccc3cccnc32)c1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1ccon1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1ccno1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1cnoc1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1ncco1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1cocn1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1cnco1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1cncs1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1nccs1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1cscn1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1ccc2c(ccc3ccccc32)c1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1cc2cnccc2[nH]1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1ccc(-c2nc3ccccc3o2)cc1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1ccc2ocnc2c1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1nc2ccccc2o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1ccc2scnc2c1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1nc2ccccc2s1
,,,,,Cn1cnc2cc(ON3c4ccccc4Sc4ccccc43)ccc21
,,,,,Cn1c(ON2c3ccccc3Sc3ccccc32)nc2ccccc21
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1ccc2c(n1)sc1ccccc12
,,,,,N#Cc1ccc2c(c1)sc1cc(ON3c4ccccc4Sc4ccccc43)ccc12
,,,,,c1ccc2c(c1)[SiH2]c1nc(ON3c4ccccc4Sc4ccccc43)ccc1-2
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1ccc2c(n1)oc1ccccc12
,,,,,N#Cc1cc(ON2c3ccccc3Sc3ccccc32)cc(C#N)c1C#N
,,,,,O=C(c1ccc(ON2c3ccccc3Sc3ccccc32)cc1)C(F)(F)F
,,,,,O=Cc1ccc(ON2c3ccccc3Sc3ccccc32)cc1
,,,,,CC(=O)c1ccc(ON2c3ccccc3Sc3ccccc32)cc1
,,,,,CS(=O)(=O)c1ccc(ON2c3ccccc3Sc3ccccc32)cc1
,,,,,O=Cc1ccc(C=O)c(ON2c3ccccc3Sc3ccccc32)c1
,,,,,N#Cc1cc(C#N)c(ON2c3ccccc3Sc3ccccc32)c(C#N)c1
,,,,,O=C1C(=O)c2ccc(ON3c4ccccc4Sc4ccccc43)c3cccc1c23
,,,,,Fc1c(F)c(F)c(ON2c3ccccc3Sc3ccccc32)c(F)c1F
,,,,,O=C1NC(=O)c2cc(ON3c4ccccc4Sc4ccccc43)ccc21
,,,,,O=C1C=CC(=O)c2cc(ON3c4ccccc4Sc4ccccc43)ccc21
,,,,,O=C1C=C(ON2c3ccccc3Sc3ccccc32)C(=O)c2ccccc21
,,,,,O=C1C=CC(=O)C(ON2c3ccccc3Sc3ccccc32)=C1
,,,,,O=C1C=C(ON2c3ccccc3Sc3ccccc32)C(=O)N1
,,,,,O=C1C=CC(=O)N1ON1c2ccccc2Sc2ccccc21
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(ON3c4ccccc4Sc4ccccc43)cc2)C(=O)c2ccccc21
,,,,,O=c1c(ON2c3ccccc3Sc3ccccc32)c[nH]c2ccccc12
,,,,,Cc1cc(C)c(B(ON2c3ccccc3Sc3ccccc32)c2c(C)cc(C)cc2C)c(C)c1
,,,,,N#CC(C#N)=C1c2ccccc2C(=O)c2cc(ON3c4ccccc4Sc4ccccc43)ccc21
,,,,,N#CC(C#N)=Cc1ccc(ON2c3ccccc3Sc3ccccc32)s1
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(ON3c4ccccc4Sc4ccccc43)s2)C(=O)c2ccccc21
,,,,,N#Cc1cc2nc3c(nc2cc1C#N)-c1ccc(ON2c4ccccc4Sc4ccccc42)c2cccc-3c12
,,,,,N#Cc1cnc(ON2c3ccccc3Sc3ccccc32)nc1
,,,,,c1ccc(ON2c3ccccc3Sc3ccccc32)nc1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Oc1cnc2c(ccc3cccnc32)c1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1ccon1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1ccno1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1cnoc1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1ncco1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1cocn1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1cnco1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1cncs1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1nccs1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1cscn1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1ccc2c(ccc3ccccc32)c1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1cc2cnccc2[nH]1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1ccc(-c2nc3ccccc3o2)cc1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1ccc2ocnc2c1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1nc2ccccc2o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1ccc2scnc2c1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1nc2ccccc2s1
,,,,,Cn1cnc2cc(SN3c4ccccc4Sc4ccccc43)ccc21
,,,,,Cn1c(SN2c3ccccc3Sc3ccccc32)nc2ccccc21
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1ccc2c(n1)sc1ccccc12
,,,,,N#Cc1ccc2c(c1)sc1cc(SN3c4ccccc4Sc4ccccc43)ccc12
,,,,,c1ccc2c(c1)[SiH2]c1nc(SN3c4ccccc4Sc4ccccc43)ccc1-2
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1ccc2c(n1)oc1ccccc12
,,,,,N#Cc1cc(SN2c3ccccc3Sc3ccccc32)cc(C#N)c1C#N
,,,,,O=C(c1ccc(SN2c3ccccc3Sc3ccccc32)cc1)C(F)(F)F
,,,,,O=Cc1ccc(SN2c3ccccc3Sc3ccccc32)cc1
,,,,,CC(=O)c1ccc(SN2c3ccccc3Sc3ccccc32)cc1
,,,,,CS(=O)(=O)c1ccc(SN2c3ccccc3Sc3ccccc32)cc1
,,,,,O=Cc1ccc(C=O)c(SN2c3ccccc3Sc3ccccc32)c1
,,,,,N#Cc1cc(C#N)c(SN2c3ccccc3Sc3ccccc32)c(C#N)c1
,,,,,O=C1C(=O)c2ccc(SN3c4ccccc4Sc4ccccc43)c3cccc1c23
,,,,,Fc1c(F)c(F)c(SN2c3ccccc3Sc3ccccc32)c(F)c1F
,,,,,O=C1NC(=O)c2cc(SN3c4ccccc4Sc4ccccc43)ccc21
,,,,,O=C1C=CC(=O)c2cc(SN3c4ccccc4Sc4ccccc43)ccc21
,,,,,O=C1C=C(SN2c3ccccc3Sc3ccccc32)C(=O)c2ccccc21
,,,,,O=C1C=CC(=O)C(SN2c3ccccc3Sc3ccccc32)=C1
,,,,,O=C1C=C(SN2c3ccccc3Sc3ccccc32)C(=O)N1
,,,,,O=C1C=CC(=O)N1SN1c2ccccc2Sc2ccccc21
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(SN3c4ccccc4Sc4ccccc43)cc2)C(=O)c2ccccc21
,,,,,O=c1c(SN2c3ccccc3Sc3ccccc32)c[nH]c2ccccc12
,,,,,Cc1cc(C)c(B(SN2c3ccccc3Sc3ccccc32)c2c(C)cc(C)cc2C)c(C)c1
,,,,,N#CC(C#N)=C1c2ccccc2C(=O)c2cc(SN3c4ccccc4Sc4ccccc43)ccc21
,,,,,N#CC(C#N)=Cc1ccc(SN2c3ccccc3Sc3ccccc32)s1
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(SN3c4ccccc4Sc4ccccc43)s2)C(=O)c2ccccc21
,,,,,N#Cc1cc2nc3c(nc2cc1C#N)-c1ccc(SN2c4ccccc4Sc4ccccc42)c2cccc-3c12
,,,,,N#Cc1cnc(SN2c3ccccc3Sc3ccccc32)nc1
,,,,,c1ccc(SN2c3ccccc3Sc3ccccc32)nc1
,,,,,c1ccc2c(c1)Sc1ccccc1N2Sc1cnc2c(ccc3cccnc32)c1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2ccon2)o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2ccno2)o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2cnoc2)o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2ncco2)o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2cocn2)o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2cnco2)o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2cncs2)o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2nccs2)o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2cscn2)o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2ccc3c(ccc4ccccc43)c2)o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2cc3cnccc3[nH]2)o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2ccc(-c3nc4ccccc4o3)cc2)o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2ccc3ocnc3c2)o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2nc3ccccc3o2)o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2ccc3scnc3c2)o1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2nc3ccccc3s2)o1
,,,,,Cn1cnc2cc(-c3ccc(N4c5ccccc5Sc5ccccc54)o3)ccc21
,,,,,Cn1c(-c2ccc(N3c4ccccc4Sc4ccccc43)o2)nc2ccccc21
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2ccc3c(n2)sc2ccccc23)o1
,,,,,N#Cc1ccc2c(c1)sc1cc(-c3ccc(N4c5ccccc5Sc5ccccc54)o3)ccc12
,,,,,c1ccc2c(c1)[SiH2]c1nc(-c3ccc(N4c5ccccc5Sc5ccccc54)o3)ccc1-2
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2ccc3c(n2)oc2ccccc23)o1
,,,,,N#Cc1cc(-c2ccc(N3c4ccccc4Sc4ccccc43)o2)cc(C#N)c1C#N
,,,,,O=C(c1ccc(-c2ccc(N3c4ccccc4Sc4ccccc43)o2)cc1)C(F)(F)F
,,,,,O=Cc1ccc(-c2ccc(N3c4ccccc4Sc4ccccc43)o2)cc1
,,,,,CC(=O)c1ccc(-c2ccc(N3c4ccccc4Sc4ccccc43)o2)cc1
,,,,,CS(=O)(=O)c1ccc(-c2ccc(N3c4ccccc4Sc4ccccc43)o2)cc1
,,,,,O=Cc1ccc(C=O)c(-c2ccc(N3c4ccccc4Sc4ccccc43)o2)c1
,,,,,N#Cc1cc(C#N)c(-c2ccc(N3c4ccccc4Sc4ccccc43)o2)c(C#N)c1
,,,,,O=C1C(=O)c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)o3)c3cccc1c23
,,,,,Fc1c(F)c(F)c(-c2ccc(N3c4ccccc4Sc4ccccc43)o2)c(F)c1F
,,,,,O=C1NC(=O)c2cc(-c3ccc(N4c5ccccc5Sc5ccccc54)o3)ccc21
,,,,,O=C1C=CC(=O)c2cc(-c3ccc(N4c5ccccc5Sc5ccccc54)o3)ccc21
,,,,,O=C1C=C(c2ccc(N3c4ccccc4Sc4ccccc43)o2)C(=O)c2ccccc21
,,,,,O=C1C=CC(=O)C(c2ccc(N3c4ccccc4Sc4ccccc43)o2)=C1
,,,,,O=C1C=C(c2ccc(N3c4ccccc4Sc4ccccc43)o2)C(=O)N1
,,,,,O=C1C=CC(=O)N1c1ccc(N2c3ccccc3Sc3ccccc32)o1
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)o3)cc2)C(=O)c2ccccc21
,,,,,O=c1c(-c2ccc(N3c4ccccc4Sc4ccccc43)o2)c[nH]c2ccccc12
,,,,,Cc1cc(C)c(B(c2ccc(N3c4ccccc4Sc4ccccc43)o2)c2c(C)cc(C)cc2C)c(C)c1
,,,,,N#CC(C#N)=C1c2ccccc2C(=O)c2cc(-c3ccc(N4c5ccccc5Sc5ccccc54)o3)ccc21
,,,,,N#CC(C#N)=Cc1ccc(-c2ccc(N3c4ccccc4Sc4ccccc43)o2)s1
,,,,,N#CC(C#N)=C1/C(=C/c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)o3)s2)C(=O)c2ccccc21
,,,,,N#Cc1cc2nc3c(nc2cc1C#N)-c1ccc(-c2ccc(N4c5ccccc5Sc5ccccc54)o2)c2cccc-3c12
,,,,,N#Cc1cnc(-c2ccc(N3c4ccccc4Sc4ccccc43)o2)nc1
,,,,,c1ccc(-c2ccc(N3c4ccccc4Sc4ccccc43)o2)nc1
,,,,,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2cnc3c(ccc4cccnc43)c2)o1
,,,,,Cn1c(-c2ccon2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccno2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2cnoc2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ncco2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2cocn2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2cnco2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2cncs2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2nccs2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2cscn2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc3c(ccc4ccccc43)c2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2cc3cnccc3[nH]2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc(-c3nc4ccccc4o3)cc2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc3ocnc3c2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2nc3ccccc3o2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc3scnc3c2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2nc3ccccc3s2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc3c(c2)ncn3C)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2nc3ccccc3n2C)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc3c(n2)sc2ccccc23)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc3c(c2)sc2cc(C#N)ccc23)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc3c(n2)[SiH2]c2ccccc2-3)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc3c(n2)oc2ccccc23)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2cc(C#N)c(C#N)c(C#N)c2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc(C(=O)C(F)(F)F)cc2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc(C=O)cc2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,CC(=O)c1ccc(-c2ccc(N3c4ccccc4Sc4ccccc43)n2C)cc1
,,,,,Cn1c(-c2ccc(S(C)(=O)=O)cc2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2cc(C=O)ccc2C=O)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2c(C#N)cc(C#N)cc2C#N)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc3c4c(cccc24)C(=O)C3=O)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2c(F)c(F)c(F)c(F)c2F)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc3c(c2)C(=O)NC3=O)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc3c(c2)C(=O)C=CC3=O)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(C2=CC(=O)c3ccccc3C2=O)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(C2=CC(=O)C=CC2=O)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(C2=CC(=O)NC2=O)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(N2C(=O)C=CC2=O)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2c[nH]c3ccccc3c2=O)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2ccc(N3c4ccccc4Sc4ccccc43)n2C)c(C)c1
,,,,,Cn1c(-c2ccc3c(c2)C(=O)c2ccccc2C3=C(C#N)C#N)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc(C=C(C#N)C#N)s2)ccc1N1c2ccccc2Sc2ccccc21
,,,,,Cn1c(-c2ccc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)s2)ccc1N1c2ccccc2Sc2ccccc21
