compoud name,CID,molecular formula,molecular weight,Canonical SMILES,SMILES
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2c3ncsc3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3)c3ncsc23)cc1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2c3ncoc3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3)c3ncoc23)cc1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2c3nc[nH]c3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3)c3[nH]cnc23)cc1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2c3ccoc3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3)c3ccoc23)cc1
,,,,,O=S1(=O)c2cc(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3)ccc2-c2ccc(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3)cc21
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2cc3c(cn2)-c2cnc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)cc4)cc2[SiH2]3)cc1
,,,,,O=P(c1ccccc1)(c1ccc(-c2ccc(-n3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc2)cc1)c1ccc(-c2ccc(-n3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc2)cc1
,,,,,Fc1c(F)c(-c2ccc(-n3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc2)c(F)c(F)c1-c1ccc(-n2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc1
,,,,,Cc1cc(-c2ccc(-n3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc2)cc(C)c1B1c2ccccc2B(c2c(C)cc(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3)cc2C)c2ccccc21
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2ccc(-c3ccc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)cc4)nc3)cn2)cc1
,,,,,N#Cc1nc2c3cc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)cc4)ccc3c3ccc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)cc4)cc3c2nc1C#N
,,,,,N#Cc1nc2c3ccc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)cc4)cc3c3cc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)cc4)ccc3c2nc1C#N
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2cccc(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3)n2)cc1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2cnc3c(ccc4cc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)cc5)cnc43)c2)cc1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2ccc3c(ccc4cc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)s5)ccc43)c2)s1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2nc3cc4sc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)s5)nc4cc3s2)s1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2nc3cc4oc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)s5)nc4cc3o2)s1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2cc3cc4oc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)s5)cc4cc3o2)s1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2c3ncsc3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)s3)c3ncsc23)s1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2c3ncoc3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)s3)c3ncoc23)s1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2c3nc[nH]c3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)s3)c3[nH]cnc23)s1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2c3ccoc3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)s3)c3ccoc23)s1
,,,,,O=S1(=O)c2cc(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)s3)ccc2-c2ccc(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)s3)cc21
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2cc3c(cn2)-c2cnc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)s4)cc2[SiH2]3)s1
,,,,,O=P(c1ccccc1)(c1ccc(-c2ccc(-n3c4ccc(Cl)cc4c4cc(Cl)ccc43)s2)cc1)c1ccc(-c2ccc(-n3c4ccc(Cl)cc4c4cc(Cl)ccc43)s2)cc1
,,,,,Fc1c(F)c(-c2ccc(-n3c4ccc(Cl)cc4c4cc(Cl)ccc43)s2)c(F)c(F)c1-c1ccc(-n2c3ccc(Cl)cc3c3cc(Cl)ccc32)s1
,,,,,Cc1cc(-c2ccc(-n3c4ccc(Cl)cc4c4cc(Cl)ccc43)s2)cc(C)c1B1c2ccccc2B(c2c(C)cc(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)s3)cc2C)c2ccccc21
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2ccc(-c3ccc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)s4)nc3)cn2)s1
,,,,,N#Cc1nc2c3cc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)s4)ccc3c3ccc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)s4)cc3c2nc1C#N
,,,,,N#Cc1nc2c3ccc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)s4)cc3c3cc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)s4)ccc3c2nc1C#N
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2cccc(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)s3)n2)s1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2cnc3c(ccc4cc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)s5)cnc43)c2)s1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C#Cc1ccc2c(ccc3cc(C#Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)ccc32)c1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C#Cc1nc2cc3sc(C#Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)nc3cc2s1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C#Cc1nc2cc3oc(C#Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)nc3cc2o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C#Cc1cc2cc3oc(C#Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3cc2o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C#Cc1c2ncsc2c(C#Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2ncsc12
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C#Cc1c2ncoc2c(C#Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2ncoc12
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C#Cc1c2nc[nH]c2c(C#Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2[nH]cnc12
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C#Cc1c2ccoc2c(C#Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2ccoc12
,,,,,O=S1(=O)c2cc(C#Cn3c4ccc(Cl)cc4c4cc(Cl)ccc43)ccc2-c2ccc(C#Cn3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc21
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C#Cc1cc2c(cn1)-c1cnc(C#Cn3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc1[SiH2]2
,,,,,O=P(c1ccccc1)(c1ccc(C#Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc1)c1ccc(C#Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc1
,,,,,Fc1c(F)c(C#Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c(F)c(F)c1C#Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cc1cc(C#Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc(C)c1B1c2ccccc2B(c2c(C)cc(C#Cn3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc2C)c2ccccc21
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C#Cc1ccc(-c2ccc(C#Cn3c4ccc(Cl)cc4c4cc(Cl)ccc43)nc2)cn1
,,,,,N#Cc1nc2c3cc(C#Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)ccc3c3ccc(C#Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3c2nc1C#N
,,,,,N#Cc1nc2c3ccc(C#Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3c3cc(C#Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)ccc3c2nc1C#N
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C#Cc1cccc(C#Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)n1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C#Cc1cnc2c(ccc3cc(C#Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)cnc32)c1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C=Cc1ccc2c(ccc3cc(C=Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)ccc32)c1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C=Cc1nc2cc3sc(C=Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)nc3cc2s1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C=Cc1nc2cc3oc(C=Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)nc3cc2o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C=Cc1cc2cc3oc(C=Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3cc2o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C=Cc1c2ncsc2c(C=Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2ncsc12
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C=Cc1c2ncoc2c(C=Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2ncoc12
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C=Cc1c2nc[nH]c2c(C=Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2[nH]cnc12
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C=Cc1c2ccoc2c(C=Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2ccoc12
,,,,,O=S1(=O)c2cc(C=Cn3c4ccc(Cl)cc4c4cc(Cl)ccc43)ccc2-c2ccc(C=Cn3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc21
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C=Cc1cc2c(cn1)-c1cnc(C=Cn3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc1[SiH2]2
,,,,,O=P(c1ccccc1)(c1ccc(C=Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc1)c1ccc(C=Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc1
,,,,,Fc1c(F)c(C=Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c(F)c(F)c1C=Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cc1cc(C=Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc(C)c1B1c2ccccc2B(c2c(C)cc(C=Cn3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc2C)c2ccccc21
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C=Cc1ccc(-c2ccc(C=Cn3c4ccc(Cl)cc4c4cc(Cl)ccc43)nc2)cn1
,,,,,N#Cc1nc2c3cc(C=Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)ccc3c3ccc(C=Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3c2nc1C#N
,,,,,N#Cc1nc2c3ccc(C=Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3c3cc(C=Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)ccc3c2nc1C#N
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C=Cc1cccc(C=Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)n1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2C=Cc1cnc2c(ccc3cc(C=Cn4c5ccc(Cl)cc5c5cc(Cl)ccc54)cnc32)c1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Oc1ccc2c(ccc3cc(On4c5ccc(Cl)cc5c5cc(Cl)ccc54)ccc32)c1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Oc1nc2cc3sc(On4c5ccc(Cl)cc5c5cc(Cl)ccc54)nc3cc2s1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Oc1nc2cc3oc(On4c5ccc(Cl)cc5c5cc(Cl)ccc54)nc3cc2o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Oc1cc2cc3oc(On4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3cc2o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Oc1c2ncsc2c(On2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2ncsc12
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Oc1c2ncoc2c(On2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2ncoc12
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Oc1c2nc[nH]c2c(On2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2[nH]cnc12
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Oc1c2ccoc2c(On2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2ccoc12
,,,,,O=S1(=O)c2cc(On3c4ccc(Cl)cc4c4cc(Cl)ccc43)ccc2-c2ccc(On3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc21
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Oc1cc2c(cn1)-c1cnc(On3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc1[SiH2]2
,,,,,O=P(c1ccccc1)(c1ccc(On2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc1)c1ccc(On2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc1
,,,,,Fc1c(F)c(On2c3ccc(Cl)cc3c3cc(Cl)ccc32)c(F)c(F)c1On1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cc1cc(On2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc(C)c1B1c2ccccc2B(c2c(C)cc(On3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc2C)c2ccccc21
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Oc1ccc(-c2ccc(On3c4ccc(Cl)cc4c4cc(Cl)ccc43)nc2)cn1
,,,,,N#Cc1nc2c3cc(On4c5ccc(Cl)cc5c5cc(Cl)ccc54)ccc3c3ccc(On4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3c2nc1C#N
,,,,,N#Cc1nc2c3ccc(On4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3c3cc(On4c5ccc(Cl)cc5c5cc(Cl)ccc54)ccc3c2nc1C#N
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Oc1cccc(On2c3ccc(Cl)cc3c3cc(Cl)ccc32)n1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Oc1cnc2c(ccc3cc(On4c5ccc(Cl)cc5c5cc(Cl)ccc54)cnc32)c1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Sc1ccc2c(ccc3cc(Sn4c5ccc(Cl)cc5c5cc(Cl)ccc54)ccc32)c1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Sc1nc2cc3sc(Sn4c5ccc(Cl)cc5c5cc(Cl)ccc54)nc3cc2s1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Sc1nc2cc3oc(Sn4c5ccc(Cl)cc5c5cc(Cl)ccc54)nc3cc2o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Sc1cc2cc3oc(Sn4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3cc2o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Sc1c2ncsc2c(Sn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2ncsc12
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Sc1c2ncoc2c(Sn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2ncoc12
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Sc1c2nc[nH]c2c(Sn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2[nH]cnc12
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Sc1c2ccoc2c(Sn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c2ccoc12
,,,,,O=S1(=O)c2cc(Sn3c4ccc(Cl)cc4c4cc(Cl)ccc43)ccc2-c2ccc(Sn3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc21
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Sc1cc2c(cn1)-c1cnc(Sn3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc1[SiH2]2
,,,,,O=P(c1ccccc1)(c1ccc(Sn2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc1)c1ccc(Sn2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc1
,,,,,Fc1c(F)c(Sn2c3ccc(Cl)cc3c3cc(Cl)ccc32)c(F)c(F)c1Sn1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cc1cc(Sn2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc(C)c1B1c2ccccc2B(c2c(C)cc(Sn3c4ccc(Cl)cc4c4cc(Cl)ccc43)cc2C)c2ccccc21
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Sc1ccc(-c2ccc(Sn3c4ccc(Cl)cc4c4cc(Cl)ccc43)nc2)cn1
,,,,,N#Cc1nc2c3cc(Sn4c5ccc(Cl)cc5c5cc(Cl)ccc54)ccc3c3ccc(Sn4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3c2nc1C#N
,,,,,N#Cc1nc2c3ccc(Sn4c5ccc(Cl)cc5c5cc(Cl)ccc54)cc3c3cc(Sn4c5ccc(Cl)cc5c5cc(Cl)ccc54)ccc3c2nc1C#N
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Sc1cccc(Sn2c3ccc(Cl)cc3c3cc(Cl)ccc32)n1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2Sc1cnc2c(ccc3cc(Sn4c5ccc(Cl)cc5c5cc(Cl)ccc54)cnc32)c1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2ccc3c(ccc4cc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)o5)ccc43)c2)o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2nc3cc4sc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)o5)nc4cc3s2)o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2nc3cc4oc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)o5)nc4cc3o2)o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2cc3cc4oc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)o5)cc4cc3o2)o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2c3ncsc3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)o3)c3ncsc23)o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2c3ncoc3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)o3)c3ncoc23)o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2c3nc[nH]c3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)o3)c3[nH]cnc23)o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2c3ccoc3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)o3)c3ccoc23)o1
,,,,,O=S1(=O)c2cc(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)o3)ccc2-c2ccc(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)o3)cc21
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2cc3c(cn2)-c2cnc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)o4)cc2[SiH2]3)o1
,,,,,O=P(c1ccccc1)(c1ccc(-c2ccc(-n3c4ccc(Cl)cc4c4cc(Cl)ccc43)o2)cc1)c1ccc(-c2ccc(-n3c4ccc(Cl)cc4c4cc(Cl)ccc43)o2)cc1
,,,,,Fc1c(F)c(-c2ccc(-n3c4ccc(Cl)cc4c4cc(Cl)ccc43)o2)c(F)c(F)c1-c1ccc(-n2c3ccc(Cl)cc3c3cc(Cl)ccc32)o1
,,,,,Cc1cc(-c2ccc(-n3c4ccc(Cl)cc4c4cc(Cl)ccc43)o2)cc(C)c1B1c2ccccc2B(c2c(C)cc(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)o3)cc2C)c2ccccc21
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2ccc(-c3ccc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)o4)nc3)cn2)o1
,,,,,N#Cc1nc2c3cc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)o4)ccc3c3ccc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)o4)cc3c2nc1C#N
,,,,,N#Cc1nc2c3ccc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)o4)cc3c3cc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)o4)ccc3c2nc1C#N
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2cccc(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)o3)n2)o1
,,,,,Clc1ccc2c(c1)c1cc(Cl)ccc1n2-c1ccc(-c2cnc3c(ccc4cc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)o5)cnc43)c2)o1
,,,,,Cn1c(-c2ccc3c(ccc4cc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)n5C)ccc43)c2)ccc1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cn1c(-c2nc3cc4sc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)n5C)nc4cc3s2)ccc1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cn1c(-c2nc3cc4oc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)n5C)nc4cc3o2)ccc1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cn1c(-c2cc3cc4oc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)n5C)cc4cc3o2)ccc1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cn1c(-c2c3ncsc3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)n3C)c3ncsc23)ccc1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cn1c(-c2c3ncoc3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)n3C)c3ncoc23)ccc1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cn1c(-c2c3nc[nH]c3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)n3C)c3[nH]cnc23)ccc1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cn1c(-c2c3ccoc3c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)n3C)c3ccoc23)ccc1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cn1c(-c2ccc3c(c2)S(=O)(=O)c2cc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)n4C)ccc2-3)ccc1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cn1c(-c2cc3c(cn2)-c2cnc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)n4C)cc2[SiH2]3)ccc1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cn1c(-c2ccc(P(=O)(c3ccccc3)c3ccc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)n4C)cc3)cc2)ccc1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cn1c(-c2c(F)c(F)c(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)n3C)c(F)c2F)ccc1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cc1cc(-c2ccc(-n3c4ccc(Cl)cc4c4cc(Cl)ccc43)n2C)cc(C)c1B1c2ccccc2B(c2c(C)cc(-c3ccc(-n4c5ccc(Cl)cc5c5cc(Cl)ccc54)n3C)cc2C)c2ccccc21
,,,,,Cn1c(-c2ccc(-c3ccc(-c4ccc(-n5c6ccc(Cl)cc6c6cc(Cl)ccc65)n4C)nc3)cn2)ccc1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21
,,,,,Cn1c(-c2ccc3c4ccc(-c5ccc(-n6c7ccc(Cl)cc7c7cc(Cl)ccc76)n5C)cc4c4nc(C#N)c(C#N)nc4c3c2)ccc1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21
